OTUID	Mim109	Mim116	Mim11	Mim124	Mim129	Mim12	Mim132	Mim139	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim261	Mim266	Mim271	Mim277	Mim286	Mim2	Mim31	Mim32	Mim46	Mim47	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
D_0__Archaea;D_1__Thaumarchaeota;Other	0.00013420416927619218	0.0002236736154603203	0.00017893889236825623	4.473472309206406e-05	8.946944618412812e-05	0.0002236736154603203	8.946944618412812e-05	0.00026840833855238435	0.0	4.473472309206406e-05	0.0	0.0	0.00013420416927619218	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.00017893889236825623	0.0	8.946944618412812e-05	0.0	4.473472309206406e-05	0.00013420416927619218	0.0	4.473472309206406e-05	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0002236736154603203	0.00013420416927619218	4.473472309206406e-05	0.00035787778473651247	0.0	0.00017893889236825623	0.0006710208463809609	0.00035787778473651247	0.00031314306164444844	4.473472309206406e-05	0.0	8.946944618412812e-05	0.0	4.473472309206406e-05
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__Nanoarchaeota archaeon SCGC AAA011-D5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0004920819540127047	0.0006262861232888969	0.0010288986311174735	0.0009841639080254093	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0006710208463809609	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured archaeon	0.00031314306164444844	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013420416927619218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured euryarchaeote	0.0010288986311174735	4.473472309206406e-05	0.0004473472309206406	0.002549879216247652	0.0011183680773016013	0.0011631028003936655	0.00035787778473651247	0.0011183680773016015	0.0025946139393397158	0.0017446542005904984	0.0005815514001968327	0.0005368166771047687	0.0007157555694730249	0.0004920819540127047	0.001476245862038114	0.0009841639080254091	0.0025051444931555875	0.0021920014315111387	0.0018788583698666908	0.002415675046971459	0.00017893889236825623	0.00026840833855238435	0.0004026125078285765	0.0005368166771047687	0.0006710208463809609	0.0025946139393397153	8.946944618412812e-05	0.0006262861232888968	0.0016551847544063701	0.00040261250782857655	0.0016999194774984343	0.001565715308222242	0.004026125078285766	0.002236736154603203	0.0008946944618412811	0.0010736333542095376	0.001386776415853986	0.0013420416927619218	0.0002236736154603203	0.00017893889236825623	0.0007157555694730249	8.946944618412812e-05	0.00017893889236825623	0.00035787778473651247	0.00040261250782857655	0.000849959738749217	0.00044734723092064053	0.000760490292565089	0.0012078375234857296
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);Other	8.946944618412812e-05	4.473472309206406e-05	4.473472309206406e-05	0.0008499597387492171	0.00026840833855238435	4.473472309206406e-05	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0002236736154603203	0.0	0.0005368166771047687	4.473472309206406e-05	4.473472309206406e-05	8.946944618412812e-05	0.0	0.0	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0002236736154603203	0.0	0.0	0.00017893889236825623	8.946944618412812e-05	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	0.0002236736154603203	8.946944618412812e-05	0.00013420416927619218	0.0
D_0__Bacteria;D_1__Acetothermia;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017893889236825623	0.00031314306164444844	0.00013420416927619218	0.00013420416927619218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	0.00040261250782857655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria	0.09966896304911829	0.090945692046166	0.12659926635054106	0.16614476156392777	0.1754048492439846	0.1462378097879581	0.2055113178849441	0.18023619933792723	0.09157197816945475	0.09537442963228007	0.10825802988279462	0.11076317437595026	0.09662700187885798	0.0992663505412898	0.10651337568220402	0.10306880200411522	0.11268676746890888	0.10982374519101686	0.11769705645522015	0.11286570636127713	0.10467925203542956	0.11201574662252801	0.1363067012615196	0.10405296591214065	0.08320658495123895	0.1270018788583697	0.11138946049923923	0.10168202558826127	0.14337478751006563	0.07649637648742928	0.14494050281828824	0.1452536458799324	0.1414959291401989	0.12199158987205827	0.13393576093763987	0.08539858638275	0.11711550505502337	0.08226715576630562	0.10356088395812794	0.12722555247383008	0.12494408159613458	0.0937192448778739	0.08329605439742292	0.09949002415675015	0.09233246846201985	0.10163729086516912	0.07967254182696579	0.11317884942292168	0.06871253466941019
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae	0.005681309832692134	0.003847186185917509	0.008499597387492173	0.007068086248546117	0.011407354388476336	0.008141719602755662	0.013062539142882704	0.007470698756374694	0.008275923772031851	0.008723271002952492	0.009752169634069968	0.00608392234052071	0.0072022904178223116	0.006576004294533414	0.008499597387492173	0.0063523306790730935	0.009125883510781068	0.00787331126420327	0.005278697324863556	0.008186454325847723	0.007023351525454056	0.008096984879663592	0.005591840386508005	0.008768005726044553	0.006039187617428647	0.007023351525454056	0.007873311264203275	0.010378455757358867	0.00827592377203185	0.0033998389549968686	0.004876084817034981	0.005547105663415942	0.006173391786704839	0.00653126957144135	0.0063970654021651575	0.009975843249530287	0.005815514001968325	0.0043840028630222775	0.0033998389549968686	0.006397065402165157	0.006665473740717542	0.008499597387492173	0.010781068265187444	0.007470698756374696	0.008723271002952494	0.004249798693746086	0.007694372371835014	0.007604902925650887	0.0031314306164444833
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22	0.004160329247561956	0.0002236736154603203	0.0006710208463809608	0.0014762458620381142	0.0007157555694730249	0.0004473472309206406	0.00035787778473651247	0.0008946944618412811	0.0030419611702603567	0.003265634785720676	0.002773552831707972	0.002684083385523844	0.0033998389549968686	0.0026393486624317793	0.004965554263219109	0.0034893084011809964	0.010423190480450926	0.005994452894336582	0.00706808624854612	0.008723271002952494	0.000849959738749217	0.003712982016641317	0.000805225015657153	0.004473472309206405	0.00308669589335242	0.0009841639080254091	0.004965554263219109	0.002281470877695267	0.005233962601771495	0.00487608481703498	0.008052250156571529	0.010646864095911245	0.01078106826518744	0.010199516864990607	0.007515433479466761	0.0012525722465777937	0.0006710208463809608	0.0010288986311174733	4.473472309206406e-05	0.00013420416927619218	0.00026840833855238435	8.946944618412812e-05	0.0005815514001968327	0.0006262861232888969	0.0016999194774984343	0.0024156750469714588	0.002997226447168292	0.0007157555694730249	0.0010288986311174735
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 26	0.0	0.0	0.0	0.0	4.473472309206406e-05	4.473472309206406e-05	0.00035787778473651247	4.473472309206406e-05	0.0002236736154603203	0.0005368166771047687	0.00013420416927619218	0.0006710208463809609	0.00031314306164444844	0.0008499597387492171	0.0005815514001968327	0.0006710208463809609	0.0004026125078285765	0.0005368166771047687	0.0004026125078285765	0.00035787778473651247	0.0	0.0004920819540127047	0.0	0.0008946944618412813	0.00017893889236825623	0.0	0.0009841639080254093	0.00040261250782857655	0.00026840833855238435	0.00013420416927619218	0.0009394291849333452	0.0007157555694730249	0.0006710208463809609	0.0006262861232888969	0.0009841639080254093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	4.473472309206406e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia	0.010333721034266804	0.005368166771047682	0.007649637648742948	0.005502370940323875	0.004920819540127043	0.005770779278876262	0.004965554263219108	0.005144493155587365	0.007873311264203271	0.011094211326831901	0.011049476603739823	0.011675762727028723	0.012659926635054134	0.016551847544063705	0.011362619665384282	0.009483761295517585	0.009931108526438219	0.010557394649727117	0.011407354388476336	0.011944171065581112	0.007739107094927076	0.010646864095911255	0.006710208463809606	0.012212579404133493	0.006576004294533412	0.006576004294533413	0.011631028003936663	0.008723271002952494	0.008275923772031847	0.012123109957949367	0.0035787778473651234	0.0038024514628254447	0.00563657510960007	0.004294533416838148	0.003578777847365124	0.011944171065581112	0.007515433479466756	0.010691598819003315	0.0073364945870985025	0.005949718171244517	0.012391518296501744	0.00809698487966359	0.008141719602755658	0.007962780710387397	0.009483761295517581	0.01087053771137157	0.008946944618412818	0.009528496018609648	0.013644090543079548
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria	0.0550684441263307	0.06625212489934673	0.04468998836897191	0.03489308401180989	0.03355104231904802	0.09765590050997573	0.03959022993647661	0.03457994095016549	0.03337210342667975	0.0277355283170797	0.027288181086159057	0.05233962601771488	0.03623512570457184	0.03999284244430519	0.0208016462378098	0.02907757000984163	0.01127315021920015	0.011675762727028735	0.012749396081238271	0.008141719602755657	0.07918045987295323	0.015209805851301793	0.04965554263219101	0.0208911156839939	0.025811935224120956	0.05090811487876883	0.023038382392412984	0.02809340610181621	0.02496197548537173	0.0340878589961528	0.02084638096090184	0.01780441979064149	0.0123467835734097	0.010333721034266805	0.010020577972622357	0.0778384181801913	0.07300706808624839	0.06338910262145472	0.06866779994631823	0.047374071754495775	0.05802093585040699	0.06602845128388642	0.06844412633085781	0.0626286123288895	0.06043661089737842	0.06737049297664836	0.04384002863022267	0.07748054039545473	0.06039187617428636
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia	0.0010736333542095372	0.00031314306164444844	0.0011631028003936657	0.0004473472309206406	0.00031314306164444844	0.0007157555694730248	8.946944618412812e-05	0.00017893889236825623	0.0	0.0	0.0004026125078285765	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.00035787778473651247	8.946944618412812e-05	0.0	4.473472309206406e-05	0.0008499597387492171	0.00026840833855238435	0.0012078375234857296	4.473472309206406e-05	0.0	0.0004473472309206406	0.00017893889236825623	0.0	0.0	4.473472309206406e-05	8.946944618412812e-05	0.0	0.0	0.00026840833855238435	0.0	0.0005368166771047687	0.001386776415853986	0.0007157555694730249	0.0	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.0	0.0012525722465777937	0.0015209805851301782	0.0011631028003936657	0.0016551847544063701	0.0006710208463809609
D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108	0.008186454325847727	0.0019235930929587548	0.007112820971638183	0.0029524917240762276	0.008320658495123912	0.0036682472935492517	0.004249798693746086	0.009349557126241389	0.002773552831707972	0.004249798693746085	0.005502370940323878	0.0066207390176254806	0.014315111389460502	0.009841639080254098	0.009617965464793776	0.007873311264203275	0.007068086248546119	0.00608392234052071	0.005547105663415942	0.005726044555784199	0.004294533416838149	0.005144493155587367	0.003981390355193702	0.008946944618412812	0.009125883510781066	0.0058602487250603895	0.01131788494229221	0.009841639080254096	0.007739107094927081	0.006486534848349287	0.004607676478482598	0.004786615370850854	0.005010288986311172	0.003936655632101636	0.0024604097700635227	0.006307595955981031	0.004697145924666726	0.004160329247561956	0.004876084817034981	0.005055023709403239	0.015030866958933525	0.00518922787867943	0.002997226447168292	0.005368166771047685	0.007068086248546119	0.007828576541111208	0.0063075959559810305	0.005233962601771494	0.004786615370850854
D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria	0.0032656347857206764	0.0022367361546032027	0.006531269571441352	0.0010288986311174733	0.0021472667084190752	0.005726044555784199	0.000849959738749217	0.004786615370850854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008141719602755658	0.0	0.008275923772031851	4.473472309206406e-05	0.0	0.0038471861859175087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00782857654111121	0.0048313500939429176	0.004428737586114342	0.008902209895320746	0.008723271002952494	0.006083922340520712	0.010646864095911248	0.005904983448152456	0.005233962601771495	0.002952491724076228	0.003041961170260356	0.0009394291849333452	0.004697145924666725	0.0038919209090095743
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	0.07774894873400716	0.06884673883868644	0.05207121767916242	0.04679252035429887	0.06168918314395624	0.060436610897378444	0.07434910977901033	0.0760937639796008	0.020041155945244696	0.022591035161492353	0.030553815871879764	0.03350630759595596	0.031045897825892455	0.03650353404312423	0.027243446363066994	0.030061733917867026	0.02679609913214636	0.025364587993200332	0.020220094837612966	0.021025319853270108	0.08629328084459136	0.025096179654647936	0.06902567773105472	0.031269571441352784	0.02751185470161938	0.06669947213026735	0.037532432674241716	0.030553815871879744	0.03417732844233688	0.04102174107542269	0.02120425874563836	0.017759685067549436	0.02196474903820345	0.019012257314127236	0.017401807282812928	0.0628075512212578	0.07300706808624836	0.04862664400107354	0.09277981569294065	0.09492708240135976	0.12798604276639547	0.11027109242193764	0.08083564462735959	0.08360919745906757	0.08177507381229294	0.08396707524380402	0.06553636932987372	0.07998568488861042	0.05547105663415937
D_0__Bacteria;D_1__Actinobacteria;Other	0.00013420416927619218	0.0	4.473472309206406e-05	0.0	8.946944618412812e-05	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013420416927619218	0.0	4.473472309206406e-05	0.0	0.0
D_0__Bacteria;D_1__Aerophobetes;D_2__uncultured bacterium	8.946944618412812e-05	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.00017893889236825623	0.0	4.473472309206406e-05	0.00013420416927619218	4.473472309206406e-05	4.473472309206406e-05	0.00026840833855238435	0.0	4.473472309206406e-05	0.0	0.00017893889236825623	0.00017893889236825623	8.946944618412812e-05	4.473472309206406e-05	0.0	0.0	0.0	0.00013420416927619218	0.00013420416927619218	8.946944618412812e-05	4.473472309206406e-05	0.00013420416927619218	0.00017893889236825623	0.00013420416927619218	0.00013420416927619218	0.0002236736154603203	8.946944618412812e-05	0.0002236736154603203	8.946944618412812e-05	4.473472309206406e-05	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.00013420416927619218	0.0	0.0	0.00013420416927619218	0.0	0.0002236736154603203	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;Ambiguous_taxa	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	0.0	0.0	0.0	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0	8.946944618412812e-05	4.473472309206406e-05	0.0	0.0	4.473472309206406e-05	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia	8.946944618412812e-05	0.0002236736154603203	0.00026840833855238435	0.0	0.00013420416927619218	4.473472309206406e-05	4.473472309206406e-05	0.0	0.00026840833855238435	0.0004473472309206406	0.00035787778473651247	0.0002236736154603203	0.00017893889236825623	8.946944618412812e-05	8.946944618412812e-05	8.946944618412812e-05	8.946944618412812e-05	0.00031314306164444844	0.00017893889236825623	0.00040261250782857655	0.0	0.0024604097700635236	0.00013420416927619218	0.00013420416927619218	4.473472309206406e-05	0.00017893889236825623	8.946944618412812e-05	0.00013420416927619218	0.00031314306164444844	0.0007157555694730249	8.946944618412812e-05	8.946944618412812e-05	0.00031314306164444844	8.946944618412812e-05	0.00035787778473651247	0.0002236736154603203	0.00013420416927619218	0.0004026125078285765	0.00013420416927619218	0.0004920819540127047	4.473472309206406e-05	0.00026840833855238435	0.0002236736154603203	0.00013420416927619218	8.946944618412812e-05	0.00017893889236825623	8.946944618412812e-05	4.473472309206406e-05	0.00044734723092064064
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes	0.0012973069696698579	0.0005368166771047687	0.003176165339536548	0.003041961170260356	0.004384002863022278	0.0037129820166413165	0.0035340431242730616	0.003757716739733381	0.0005815514001968327	0.0006710208463809608	0.0004920819540127047	0.00035787778473651247	0.00044734723092064064	0.0002236736154603203	0.00026840833855238435	0.00035787778473651247	0.0005815514001968328	0.0006262861232888969	0.000760490292565089	0.0009394291849333452	0.0019235930929587548	0.0008499597387492171	0.004697145924666725	0.0004920819540127046	0.00013420416927619218	0.002907757000984164	0.0	0.00026840833855238435	0.000760490292565089	0.000760490292565089	0.0004026125078285765	0.000849959738749217	0.0004920819540127047	0.0005815514001968327	0.0004920819540127047	0.0013867764158539857	0.002192001431511139	0.0019683278160508187	0.0026393486624317797	0.004339268139930213	0.0043392681399302135	0.0030419611702603563	0.00143151113894605	0.004473472309206406	0.00143151113894605	0.0017446542005904984	0.0023709403238793953	0.0025946139393397158	0.0010288986311174733
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured Armatimonadetes bacterium	0.0	0.0	0.00031314306164444844	0.0	0.0	0.0	0.00013420416927619218	0.0	0.0	4.473472309206406e-05	0.0	0.0	0.0	0.0	0.0	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0	4.473472309206406e-05	0.00013420416927619218	0.0	4.473472309206406e-05	4.473472309206406e-05	0.0	0.0	4.473472309206406e-05	4.473472309206406e-05	0.0	8.946944618412812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473472309206406e-05	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured bacterium	0.0028182875548000354	0.0020130625391428826	0.003399838954996869	0.002326205600787331	0.0025946139393397158	0.00518922787867943	0.0017446542005904984	0.0033998389549968686	0.0018788583698666908	0.0021472667084190752	0.001386776415853986	0.0016104500313143062	0.0016104500313143062	0.002102531985327011	0.002147266708419075	0.0010736333542095374	0.0016551847544063701	0.0025051444931555875	0.002415675046971459	0.0026393486624317784	0.004473472309206405	0.0025498792162476514	0.00496555426321911	0.002505144493155588	0.0005368166771047686	0.003444573678088933	0.0005815514001968327	0.0012525722465777937	0.0020130625391428835	0.0016104500313143066	0.0004920819540127047	0.0007157555694730248	0.001520980585130178	0.0010288986311174735	0.001163102800393666	0.0036235125704571895	0.0031314306164444837	0.0016999194774984345	0.003757716739733381	0.0053234320479556224	0.005233962601771493	0.0027735528317079723	0.0035787778473651242	0.003444573678088932	0.0016999194774984347	0.001968327816050819	0.0023709403238793953	0.002549879216247652	0.0018788583698666904
